
cncvae, 0.4943181818181818, 0.3409090909090909, 0.3952020202020202, 0.3611111111111111, 1.0, 0.33080808080808083
cncvae, 0.5031565656565656, 0.37626262626262624, 0.6256313131313131, 0.3661616161616162, 0.9993686868686869, 0.4116161616161616
cncvae, 0.6647727272727273, 0.5909090909090909, 0.7613636363636364, 0.41414141414141414, 1.0, 0.6161616161616161
cncvae, 0.4810606060606061, 0.38636363636363635, 0.6957070707070707, 0.3813131313131313, 1.0, 0.3611111111111111
cncvae, 0.49936868686868685, 0.4722222222222222, 0.7316919191919192, 0.4671717171717172, 1.0, 0.47474747474747475
cncvae, 0.2474747474747475, 0.2474747474747475, 0.36237373737373735, 0.36363636363636365, 0.36237373737373735, 0.36363636363636365
cncvae, 0.3630050505050505, 0.36363636363636365, 0.36237373737373735, 0.36363636363636365, 0.36237373737373735, 0.36363636363636365
cncvae, 0.3630050505050505, 0.35858585858585856, 0.36237373737373735, 0.36363636363636365, 0.36237373737373735, 0.36363636363636365
cncvae, 0.4633838383838384, 0.351010101010101, 0.8876262626262627, 0.37626262626262624, 1.0, 0.37373737373737376
cncvae, 0.4532828282828283, 0.4292929292929293, 0.44065656565656564, 0.41919191919191917, 1.0, 0.398989898989899
cncvae, 0.6313131313131313, 0.6540404040404041, 0.7910353535353535, 0.696969696969697, 1.0, 0.6717171717171717
cncvae, 0.6047979797979798, 0.6111111111111112, 0.7184343434343434, 0.6818181818181818, 0.9993686868686869, 0.6717171717171717
cncvae, 0.6717171717171717, 0.6186868686868687, 0.8623737373737373, 0.7424242424242424, 1.0, 0.6464646464646465
cncvae, Clin+mRNA, ER, 1, kl,0.8882575757575758, 0.9040404040404041, 0.9217171717171717, 0.9419191919191919, 0.9993686868686869, 0.9368686868686869
cncvae, Clin+mRNA, DR, 2, kl,0.5991161616161617, 0.6111111111111112, 0.6957070707070707, 0.696969696969697, 0.9993686868686869, 0.6767676767676768
cncvae, Clin+mRNA, DR, 2, mmd,0.6363636363636364, 0.6388888888888888, 0.6957070707070707, 0.696969696969697, 0.9993686868686869, 0.6994949494949495
cncvae, Clin+mRNA, DR, 3, kl,0.61489898989899, 0.6338383838383839, 0.6957070707070707, 0.696969696969697, 1.0, 0.6717171717171717
cncvae, Clin+mRNA, DR, 3, mmd,0.6306818181818182, 0.6515151515151515, 0.6963383838383839, 0.696969696969697, 1.0, 0.6767676767676768
cncvae, Clin+mRNA, DR, 4, kl,0.6281565656565656, 0.5505050505050505, 0.6963383838383839, 0.6944444444444444, 0.9993686868686869, 0.6414141414141414
cncvae, Clin+mRNA, DR, 4, mmd,0.6502525252525253, 0.5782828282828283, 0.7051767676767676, 0.6641414141414141, 0.9993686868686869, 0.6414141414141414
cncvae, Clin+mRNA, DR, 5, kl,0.6287878787878788, 0.5631313131313131, 0.6963383838383839, 0.6944444444444444, 1.0, 0.648989898989899
cncvae, Clin+mRNA, DR, 5, mmd,0.6382575757575758, 0.5782828282828283, 0.6963383838383839, 0.6944444444444444, 0.9987373737373737, 0.6742424242424242
cncvae, Clin+mRNA, PAM, 1, kl,0.5246212121212122, 0.5429292929292929, 0.6679292929292929, 0.702020202020202, 1.0, 0.6464646464646465
cncvae, Clin+mRNA, PAM, 1, mmd,0.6224747474747475, 0.6515151515151515, 0.7746212121212122, 0.7626262626262627, 0.9993686868686869, 0.7196969696969697
cncvae, Clin+mRNA, PAM, 2, kl,0.5883838383838383, 0.5782828282828283, 0.6868686868686869, 0.6792929292929293, 0.9987373737373737, 0.6464646464646465
cncvae, Clin+mRNA, PAM, 2, mmd,0.6262626262626263, 0.5883838383838383, 0.7727272727272727, 0.7196969696969697, 1.0, 0.6792929292929293
cncvae, Clin+mRNA, PAM, 3, kl,0.5871212121212122, 0.5808080808080808, 0.6811868686868687, 0.6691919191919192, 1.0, 0.6212121212121212
cncvae, Clin+mRNA, PAM, 3, mmd,0.6647727272727273, 0.6212121212121212, 0.7626262626262627, 0.6893939393939394, 1.0, 0.6085858585858586
cncvae, Clin+mRNA, PAM, 4, kl,0.5814393939393939, 0.5252525252525253, 0.6849747474747475, 0.6540404040404041, 0.9993686868686869, 0.6388888888888888
cncvae, Clin+mRNA, PAM, 4, mmd,0.6388888888888888, 0.6363636363636364, 0.7626262626262627, 0.7297979797979798, 1.0, 0.6792929292929293
cncvae, Clin+mRNA, PAM, 5, kl,0.5669191919191919, 0.5176767676767676, 0.6919191919191919, 0.6464646464646465, 0.9993686868686869, 0.6237373737373737
cncvae, Clin+mRNA, PAM, 5, mmd,0.6186868686868687, 0.5883838383838383, 0.7386363636363636, 0.696969696969697, 1.0, 0.6641414141414141
cncvae, Clin+mRNA, IC, 1, kl,0.47664141414141414, 0.4621212121212121, 0.6818181818181818, 0.6186868686868687, 1.0, 0.5732323232323232
cncvae, Clin+mRNA, IC, 1, mmd,0.696969696969697, 0.6287878787878788, 0.821969696969697, 0.7247474747474747, 1.0, 0.6388888888888888
cncvae, Clin+mRNA, IC, 2, kl,0.48737373737373735, 0.4823232323232323, 0.6717171717171717, 0.6338383838383839, 1.0, 0.6212121212121212
cncvae, Clin+mRNA, IC, 2, mmd,0.702020202020202, 0.702020202020202, 0.827020202020202, 0.7853535353535354, 1.0, 0.7247474747474747
cncvae, Clin+mRNA, IC, 3, kl,0.5549242424242424, 0.5277777777777778, 0.7051767676767676, 0.6616161616161617, 1.0, 0.648989898989899
cncvae, Clin+mRNA, IC, 3, mmd,0.7203282828282829, 0.6666666666666666, 0.8497474747474747, 0.7651515151515151, 1.0, 0.696969696969697
cncvae, Clin+mRNA, IC, 4, kl,0.5227272727272727, 0.45202020202020204, 0.6578282828282829, 0.547979797979798, 1.0, 0.5505050505050505
cncvae, Clin+mRNA, IC, 4, mmd,0.7279040404040404, 0.601010101010101, 0.8705808080808081, 0.7146464646464646, 1.0, 0.6540404040404041
cncvae, Clin+mRNA, IC, 5, kl,0.49684343434343436, 0.4696969696969697, 0.6470959595959596, 0.5808080808080808, 1.0, 0.5984848484848485
cncvae, Clin+mRNA, IC, 5, mmd,0.7386363636363636, 0.6388888888888888, 0.8497474747474747, 0.7297979797979798, 1.0, 0.6237373737373737
cncvae, Clin+mRNA, DR, 1, kl,0.6047979797979798, 0.5328282828282829, 0.6957070707070707, 0.696969696969697, 0.9987373737373737, 0.6616161616161617
cncvae, Clin+mRNA, DR, 1, mmd,0.6452020202020202, 0.5606060606060606, 0.7058080808080808, 0.6944444444444444, 0.9993686868686869, 0.6363636363636364
cncvae, Clin+mRNA, DR, 2, kl,0.6111111111111112, 0.6363636363636364, 0.6957070707070707, 0.696969696969697, 0.9993686868686869, 0.6893939393939394
cncvae, Clin+mRNA, DR, 2, mmd,0.6357323232323232, 0.6464646464646465, 0.6957070707070707, 0.696969696969697, 1.0, 0.6893939393939394
cncvae, Clin+mRNA, DR, 3, kl,0.6073232323232324, 0.6287878787878788, 0.6957070707070707, 0.696969696969697, 1.0, 0.6439393939393939
cncvae, Clin+mRNA, DR, 3, mmd,0.6963383838383839, 0.6919191919191919, 0.6957070707070707, 0.696969696969697, 0.9993686868686869, 0.6893939393939394
cncvae, Clin+mRNA, DR, 4, kl,0.6414141414141414, 0.5580808080808081, 0.6963383838383839, 0.6944444444444444, 0.9993686868686869, 0.648989898989899
cncvae, Clin+mRNA, DR, 4, mmd,0.6388888888888888, 0.5833333333333334, 0.7095959595959596, 0.6666666666666666, 0.9987373737373737, 0.6186868686868687
cncvae, Clin+mRNA, DR, 5, kl,0.6199494949494949, 0.5732323232323232, 0.6963383838383839, 0.6944444444444444, 1.0, 0.6464646464646465
cncvae, Clin+mRNA, DR, 5, mmd,0.6470959595959596, 0.5833333333333334, 0.69760101010101, 0.6944444444444444, 1.0, 0.6742424242424242
cncvae, CNA+mRNA, ER, 1, kl,0.5732323232323232, 0.6111111111111112, 0.8933080808080808, 0.9141414141414141, 1.0, 0.9217171717171717
cncvae, CNA+mRNA, ER, 1, mmd,0.875, 0.9015151515151515, 0.952020202020202, 0.946969696969697, 1.0, 0.9368686868686869
cncvae, CNA+mRNA, ER, 2, kl,0.6849747474747475, 0.6616161616161617, 0.9172979797979798, 0.8838383838383839, 0.9993686868686869, 0.8661616161616161
cncvae, CNA+mRNA, ER, 2, mmd,0.8579545454545454, 0.8434343434343434, 0.9589646464646465, 0.9318181818181818, 1.0, 0.9040404040404041
cncvae, CNA+mRNA, ER, 3, kl,0.7607323232323232, 0.7222222222222222, 0.9116161616161617, 0.9242424242424242, 0.9993686868686869, 0.8888888888888888
cncvae, CNA+mRNA, ER, 3, mmd,0.8857323232323232, 0.8686868686868687, 0.9463383838383839, 0.9419191919191919, 0.9987373737373737, 0.9217171717171717
cncvae, CNA+mRNA, ER, 4, kl,0.75, 0.7575757575757576, 0.928030303030303, 0.9065656565656566, 0.9981060606060606, 0.9065656565656566
cncvae, CNA+mRNA, ER, 4, mmd,0.8592171717171717, 0.8383838383838383, 0.9640151515151515, 0.898989898989899, 0.9993686868686869, 0.8813131313131313
cncvae, CNA+mRNA, ER, 5, kl,0.7727272727272727, 0.7525252525252525, 0.9154040404040404, 0.9191919191919192, 0.9993686868686869, 0.9040404040404041
cncvae, CNA+mRNA, ER, 5, mmd,0.8472222222222222, 0.8560606060606061, 0.9488636363636364, 0.9343434343434344, 1.0, 0.9090909090909091
cncvae, CNA+mRNA, DR, 1, kl,0.6016414141414141, 0.5808080808080808, 0.6957070707070707, 0.696969696969697, 1.0, 0.6616161616161617
cncvae, CNA+mRNA, DR, 1, mmd,0.6376262626262627, 0.6237373737373737, 0.7582070707070707, 0.6717171717171717, 1.0, 0.6868686868686869
cncvae, CNA+mRNA, DR, 2, kl,0.6029040404040404, 0.5959595959595959, 0.6957070707070707, 0.696969696969697, 1.0, 0.6767676767676768
cncvae, CNA+mRNA, DR, 2, mmd,0.45391414141414144, 0.4444444444444444, 0.7335858585858586, 0.6919191919191919, 1.0, 0.6818181818181818
cncvae, CNA+mRNA, DR, 3, kl,0.6180555555555556, 0.6262626262626263, 0.6957070707070707, 0.696969696969697, 1.0, 0.7171717171717171
cncvae, CNA+mRNA, DR, 3, mmd,0.6287878787878788, 0.6439393939393939, 0.7474747474747475, 0.702020202020202, 1.0, 0.6919191919191919
cncvae, CNA+mRNA, DR, 4, kl,0.5972222222222222, 0.5454545454545454, 0.6963383838383839, 0.6944444444444444, 1.0, 0.6641414141414141
cncvae, CNA+mRNA, DR, 4, mmd,0.639520202020202, 0.5707070707070707, 0.7702020202020202, 0.6944444444444444, 1.0, 0.6540404040404041
cncvae, CNA+mRNA, DR, 5, kl,0.6256313131313131, 0.5934343434343434, 0.6963383838383839, 0.6944444444444444, 0.9993686868686869, 0.6515151515151515
cncvae, CNA+mRNA, DR, 5, mmd,0.6237373737373737, 0.6035353535353535, 0.7297979797979798, 0.6944444444444444, 0.9993686868686869, 0.6565656565656566
cncvae, CNA+mRNA, PAM, 1, kl,0.44886363636363635, 0.4671717171717172, 0.601010101010101, 0.6136363636363636, 1.0, 0.5833333333333334
cncvae, CNA+mRNA, PAM, 1, mmd,0.5353535353535354, 0.5656565656565656, 0.788510101010101, 0.6742424242424242, 1.0, 0.6464646464646465
cncvae, CNA+mRNA, PAM, 2, kl,0.37563131313131315, 0.40404040404040403, 0.6111111111111112, 0.6035353535353535, 1.0, 0.5984848484848485
cncvae, CNA+mRNA, PAM, 2, mmd,0.5505050505050505, 0.5555555555555556, 0.7834595959595959, 0.6691919191919192, 1.0, 0.6515151515151515
cncvae, CNA+mRNA, PAM, 3, kl,0.45707070707070707, 0.42676767676767674, 0.5877525252525253, 0.5984848484848485, 1.0, 0.6060606060606061
cncvae, CNA+mRNA, PAM, 3, mmd,0.5751262626262627, 0.5782828282828283, 0.7872474747474747, 0.6439393939393939, 1.0, 0.6388888888888888
cncvae, CNA+mRNA, PAM, 4, kl,0.4551767676767677, 0.4671717171717172, 0.6439393939393939, 0.6313131313131313, 0.9993686868686869, 0.5934343434343434
cncvae, CNA+mRNA, PAM, 4, mmd,0.5315656565656566, 0.5505050505050505, 0.7714646464646465, 0.648989898989899, 1.0, 0.5858585858585859
cncvae, CNA+mRNA, PAM, 5, kl,0.4444444444444444, 0.45707070707070707, 0.6142676767676768, 0.5858585858585859, 1.0, 0.5555555555555556
cncvae, CNA+mRNA, PAM, 5, mmd,0.5681818181818182, 0.553030303030303, 0.7935606060606061, 0.6464646464646465, 1.0, 0.6212121212121212
cncvae, CNA+mRNA, IC, 1, kl,0.5751262626262627, 0.5782828282828283, 0.6584595959595959, 0.6212121212121212, 1.0, 0.6212121212121212
cncvae, CNA+mRNA, IC, 1, mmd,0.6527777777777778, 0.6666666666666666, 0.8806818181818182, 0.7323232323232324, 1.0, 0.6919191919191919
cncvae, CNA+mRNA, IC, 2, kl,0.5700757575757576, 0.6161616161616161, 0.6540404040404041, 0.6868686868686869, 1.0, 0.6641414141414141
cncvae, CNA+mRNA, IC, 2, mmd,0.639520202020202, 0.6691919191919192, 0.88510101010101, 0.7676767676767676, 1.0, 0.6944444444444444
cncvae, CNA+mRNA, IC, 3, kl,0.5486111111111112, 0.5429292929292929, 0.6534090909090909, 0.6691919191919192, 1.0, 0.6388888888888888
cncvae, CNA+mRNA, IC, 3, mmd,0.6666666666666666, 0.6641414141414141, 0.8781565656565656, 0.73989898989899, 1.0, 0.7095959595959596
cncvae, CNA+mRNA, IC, 4, kl,0.5593434343434344, 0.5378787878787878, 0.6666666666666666, 0.6237373737373737, 0.9993686868686869, 0.5808080808080808
cncvae, CNA+mRNA, IC, 4, mmd,0.6742424242424242, 0.6186868686868687, 0.875, 0.6641414141414141, 1.0, 0.6237373737373737
cncvae, CNA+mRNA, IC, 5, kl,0.5378787878787878, 0.49747474747474746, 0.6691919191919192, 0.6212121212121212, 1.0, 0.6186868686868687
cncvae, CNA+mRNA, IC, 5, mmd,0.6672979797979798, 0.6262626262626263, 0.8402777777777778, 0.6994949494949495, 1.0, 0.6590909090909091
cncvae, CNA+mRNA, DR, 1, kl,0.6066919191919192, 0.6136363636363636, 0.6957070707070707, 0.696969696969697, 0.9993686868686869, 0.6792929292929293
cncvae, CNA+mRNA, DR, 1, mmd,0.6338383838383839, 0.5883838383838383, 0.7588383838383839, 0.6994949494949495, 0.9993686868686869, 0.6742424242424242
cncvae, CNA+mRNA, DR, 2, kl,0.6066919191919192, 0.6035353535353535, 0.6957070707070707, 0.696969696969697, 1.0, 0.6691919191919192
cncvae, CNA+mRNA, DR, 2, mmd,0.6256313131313131, 0.6363636363636364, 0.7266414141414141, 0.6893939393939394, 1.0, 0.6464646464646465
cncvae, CNA+mRNA, DR, 3, kl,0.6142676767676768, 0.6212121212121212, 0.6957070707070707, 0.696969696969697, 1.0, 0.7121212121212122
cncvae, CNA+mRNA, DR, 3, mmd,0.6281565656565656, 0.6414141414141414, 0.7474747474747475, 0.702020202020202, 1.0, 0.7045454545454546
cncvae, CNA+mRNA, DR, 4, kl,0.6066919191919192, 0.5505050505050505, 0.6963383838383839, 0.6944444444444444, 1.0, 0.6818181818181818
cncvae, CNA+mRNA, DR, 4, mmd,0.6426767676767676, 0.5833333333333334, 0.7253787878787878, 0.6843434343434344, 1.0, 0.6616161616161617
cncvae, CNA+mRNA, DR, 5, kl,0.6136363636363636, 0.5934343434343434, 0.6963383838383839, 0.6944444444444444, 0.9993686868686869, 0.6691919191919192
cncvae, CNA+mRNA, DR, 5, mmd,0.6477272727272727, 0.5934343434343434, 0.7234848484848485, 0.6818181818181818, 0.9993686868686869, 0.6792929292929293
cncvae, Clin+CNA, ER, 1, kl,0.6268939393939394, 0.6414141414141414, 0.8232323232323232, 0.8308080808080808, 0.9993686868686869, 0.8409090909090909
cncvae, Clin+CNA, ER, 1, mmd,0.7468434343434344, 0.7651515151515151, 0.8920454545454546, 0.8686868686868687, 1.0, 0.8383838383838383
cncvae, Clin+CNA, ER, 2, kl,0.6035353535353535, 0.5757575757575758, 0.8352272727272727, 0.8156565656565656, 1.0, 0.8459595959595959
cncvae, Clin+CNA, ER, 2, mmd,0.7720959595959596, 0.7297979797979798, 0.8964646464646465, 0.8661616161616161, 1.0, 0.851010101010101
cncvae, Clin+CNA, ER, 3, kl,0.6546717171717171, 0.6439393939393939, 0.8402777777777778, 0.8308080808080808, 0.9993686868686869, 0.8308080808080808
cncvae, Clin+CNA, ER, 3, mmd,0.7960858585858586, 0.7828282828282829, 0.8983585858585859, 0.8787878787878788, 1.0, 0.8611111111111112
cncvae, Clin+CNA, ER, 4, kl,0.6212121212121212, 0.6186868686868687, 0.8415404040404041, 0.8409090909090909, 0.9993686868686869, 0.8409090909090909
cncvae, Clin+CNA, ER, 4, mmd,0.6401515151515151, 0.6414141414141414, 0.9040404040404041, 0.8737373737373737, 1.0, 0.8661616161616161
cncvae, Clin+CNA, ER, 5, kl,0.6565656565656566, 0.6540404040404041, 0.8465909090909091, 0.8459595959595959, 1.0, 0.8383838383838383
cncvae, Clin+CNA, ER, 5, mmd,0.7878787878787878, 0.7853535353535354, 0.9065656565656566, 0.8813131313131313, 0.9987373737373737, 0.8434343434343434
cncvae, Clin+CNA, DR, 1, kl,0.6016414141414141, 0.5984848484848485, 0.6957070707070707, 0.696969696969697, 1.0, 0.6565656565656566
cncvae, Clin+CNA, DR, 1, mmd,0.6369949494949495, 0.6439393939393939, 0.7209595959595959, 0.702020202020202, 1.0, 0.6717171717171717
cncvae, Clin+CNA, DR, 2, kl,0.6016414141414141, 0.6111111111111112, 0.6957070707070707, 0.696969696969697, 0.9987373737373737, 0.6691919191919192
cncvae, Clin+CNA, DR, 2, mmd,0.6300505050505051, 0.6161616161616161, 0.7108585858585859, 0.6919191919191919, 0.9993686868686869, 0.6742424242424242
cncvae, Clin+CNA, DR, 3, kl,0.6111111111111112, 0.6237373737373737, 0.6957070707070707, 0.696969696969697, 1.0, 0.6691919191919192
cncvae, Clin+CNA, DR, 3, mmd,0.6464646464646465, 0.6691919191919192, 0.696969696969697, 0.696969696969697, 1.0, 0.702020202020202
cncvae, Clin+CNA, DR, 4, kl,0.6092171717171717, 0.5833333333333334, 0.6963383838383839, 0.6944444444444444, 1.0, 0.6666666666666666
cncvae, Clin+CNA, DR, 4, mmd,0.6325757575757576, 0.6060606060606061, 0.7152777777777778, 0.696969696969697, 1.0, 0.6818181818181818
cncvae, Clin+CNA, DR, 5, kl,0.6041666666666666, 0.6237373737373737, 0.6963383838383839, 0.6944444444444444, 1.0, 0.6565656565656566
cncvae, Clin+CNA, DR, 5, mmd,0.6445707070707071, 0.6287878787878788, 0.69760101010101, 0.6919191919191919, 1.0, 0.6843434343434344
cncvae, Clin+CNA, PAM, 1, kl,0.37373737373737376, 0.40404040404040403, 0.5321969696969697, 0.5277777777777778, 0.9993686868686869, 0.5353535353535354
cncvae, Clin+CNA, PAM, 1, mmd,0.49936868686868685, 0.48737373737373735, 0.6666666666666666, 0.5909090909090909, 1.0, 0.5631313131313131
cncvae, Clin+CNA, PAM, 2, kl,0.3213383838383838, 0.2828282828282828, 0.5195707070707071, 0.5050505050505051, 1.0, 0.49747474747474746
cncvae, Clin+CNA, PAM, 2, mmd,0.4532828282828283, 0.4393939393939394, 0.6414141414141414, 0.5782828282828283, 1.0, 0.5656565656565656
cncvae, Clin+CNA, PAM, 3, kl,0.35353535353535354, 0.3434343434343434, 0.5340909090909091, 0.5227272727272727, 1.0, 0.5404040404040404
cncvae, Clin+CNA, PAM, 3, mmd,0.47285353535353536, 0.41919191919191917, 0.6414141414141414, 0.5883838383838383, 1.0, 0.5429292929292929
cncvae, Clin+CNA, PAM, 4, kl,0.32196969696969696, 0.3181818181818182, 0.5271464646464646, 0.5227272727272727, 0.9993686868686869, 0.5050505050505051
cncvae, Clin+CNA, PAM, 4, mmd,0.4659090909090909, 0.4090909090909091, 0.6565656565656566, 0.5580808080808081, 0.9993686868686869, 0.5429292929292929
cncvae, Clin+CNA, PAM, 5, kl,0.38952020202020204, 0.3888888888888889, 0.5258838383838383, 0.4898989898989899, 1.0, 0.4823232323232323
cncvae, Clin+CNA, PAM, 5, mmd,0.494949494949495, 0.43686868686868685, 0.6477272727272727, 0.5555555555555556, 1.0, 0.5353535353535354
cncvae, Clin+CNA, IC, 1, kl,0.4936868686868687, 0.4797979797979798, 0.5921717171717171, 0.5833333333333334, 1.0, 0.5606060606060606
cncvae, Clin+CNA, IC, 1, mmd,0.5852272727272727, 0.5681818181818182, 0.7253787878787878, 0.6161616161616161, 0.9993686868686869, 0.5707070707070707
cncvae, Clin+CNA, IC, 2, kl,0.4621212121212121, 0.4898989898989899, 0.5732323232323232, 0.6085858585858586, 0.9993686868686869, 0.5934343434343434
cncvae, Clin+CNA, IC, 2, mmd,0.5643939393939394, 0.6262626262626263, 0.7373737373737373, 0.6540404040404041, 0.9987373737373737, 0.6287878787878788
cncvae, Clin+CNA, IC, 3, kl,0.47853535353535354, 0.4671717171717172, 0.6092171717171717, 0.5934343434343434, 1.0, 0.5505050505050505
cncvae, Clin+CNA, IC, 3, mmd,0.5776515151515151, 0.5656565656565656, 0.7234848484848485, 0.6060606060606061, 0.9993686868686869, 0.5808080808080808
cncvae, Clin+CNA, IC, 4, kl,0.4898989898989899, 0.4444444444444444, 0.6060606060606061, 0.5303030303030303, 1.0, 0.5429292929292929
cncvae, Clin+CNA, IC, 4, mmd,0.5763888888888888, 0.5353535353535354, 0.7152777777777778, 0.5732323232323232, 1.0, 0.5378787878787878
cncvae, Clin+CNA, IC, 5, kl,0.4532828282828283, 0.44696969696969696, 0.5827020202020202, 0.5404040404040404, 0.9993686868686869, 0.5025252525252525
cncvae, Clin+CNA, IC, 5, mmd,0.5631313131313131, 0.5126262626262627, 0.7077020202020202, 0.6111111111111112, 0.9993686868686869, 0.547979797979798
cncvae, Clin+CNA, DR, 1, kl,0.6047979797979798, 0.601010101010101, 0.6957070707070707, 0.696969696969697, 0.9993686868686869, 0.6742424242424242
cncvae, Clin+CNA, DR, 1, mmd,0.6369949494949495, 0.6363636363636364, 0.7310606060606061, 0.6919191919191919, 0.9993686868686869, 0.6717171717171717
cncvae, Clin+CNA, DR, 2, kl,0.6029040404040404, 0.6060606060606061, 0.6957070707070707, 0.696969696969697, 0.9993686868686869, 0.6818181818181818
cncvae, Clin+CNA, DR, 2, mmd,0.6313131313131313, 0.6161616161616161, 0.7209595959595959, 0.7070707070707071, 0.9993686868686869, 0.6691919191919192
cncvae, Clin+CNA, DR, 3, kl,0.6224747474747475, 0.6313131313131313, 0.6957070707070707, 0.696969696969697, 1.0, 0.696969696969697
cncvae, Clin+CNA, DR, 3, mmd,0.6426767676767676, 0.6565656565656566, 0.696969696969697, 0.696969696969697, 1.0, 0.7045454545454546
cncvae, Clin+CNA, DR, 4, kl,0.6060606060606061, 0.5505050505050505, 0.6963383838383839, 0.6944444444444444, 1.0, 0.6691919191919192
cncvae, Clin+CNA, DR, 4, mmd,0.6407828282828283, 0.6111111111111112, 0.7121212121212122, 0.6893939393939394, 1.0, 0.6843434343434344
cncvae, Clin+CNA, DR, 5, kl,0.5902777777777778, 0.601010101010101, 0.6963383838383839, 0.6944444444444444, 1.0, 0.6792929292929293
cncvae, Clin+CNA, DR, 5, mmd,0.6470959595959596, 0.6414141414141414, 0.7266414141414141, 0.696969696969697, 1.0, 0.7045454545454546
